콘텐츠아이디,제목_x,지번주소_x,위도,경도,조회수,좋아요수,리뷰수,북마크수,소셜네트워크공유수,인기점수,읍면,시,관광객수,카드사용금액,관광지개수,콘텐츠분류.1,콘텐츠분류.2,관광지면적,ratio,rank_,읍면동별_관광지면적,오버투어리즘,인구혼잡도,연락처,imgpath,소개
CNTS_000000000022597,핫플게스트하우스,제주특별자치도 서귀포시 성산읍 성산리 264,33.466026,126.93286,472,0,0,0,2,944,성산읍,서귀포시,9044676,123,288,숙박,0,876,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000022554,더츠커피돌핀점 (That’s Coffee Dolphin & Resort),제주특별자치도 제주시 삼양1동 1620,33.526331,126.587423,588,0,0,0,0,1176,삼양동,제주시,884070,19,33,음식점,1,883,39.85,0,253867.4,3.482408532958545,0,,,
CNTS_000000000022595,바다의술책,제주특별자치도 제주시 한림읍 귀덕리 3904,33.438766,126.27617,553,0,1,3,1,1106,한림읍,제주시,7826109,109.7,270,음식점,1,453,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_200000000012535,마이티커피,제주특별자치도 제주시 이도이동 2016-15,33.4882175,126.5379648,3,0,0,0,1,6,이도2동,제주시,2396297,59.7,92,음식점,1,4412,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000019015,오렌지펜션,제주특별자치도 제주시 애월읍 수산리 1239-1,33.4599,126.39137,538,0,0,0,0,1076,애월읍,제주시,13178838,173.6,403,숙박,0,226.1,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000021323,바다회국수,제주특별자치도 제주시 구좌읍 세화리 1500-6,33.525585,126.857704,458,0,0,4,0,916,구좌읍,제주시,8197921,87.7,439,음식점,1,766,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020860,해담은,제주특별자치도 제주시 이도2동 1062-7,33.49663,126.53759,683,0,1,0,0,1371,이도2동,제주시,2396297,59.7,92,음식점,1,231.2,78.99,0,1122941,2.133947375685811,0,,,
CONT_000000000501010,이경훈 게스트하우스,제주특별자치도 서귀포시 성산읍 일주동로 4675,33.416172,126.90194,514,0,0,0,0,1028,성산읍,서귀포시,9044676,123,288,숙박,0,785,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_200000000014408,제주밭담숲,제주특별자치도 제주시 구좌읍 김녕리 731,33.5433328,126.7617664,205,0,0,0,0,410,구좌읍,제주시,8197921,87.7,439,숙박,0,2470,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000008733,제주삼거리포차 제주신화월드점 ,제주특별자치도 서귀포시 안덕면 서광리 산 24,33.3017501,126.3206458,490,1,1,3,0,988,안덕면,서귀포시,11308881,142.5,335,음식점,1,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_200000000007336,지극히 하나,제주특별자치도 제주시 아라1동 6044-3,33.4839114,126.5395585,627,0,0,3,1,1254,아라동,제주시,2434115,25.8,73,쇼핑,5,833,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_000000000022290,라쁠라주,제주특별자치도 제주시 용담삼동 2289,33.5198301,126.4944679,562,0,0,1,0,1124,용담2동,제주시,12013080,177.1,77,음식점,1,1064.3,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_000000000018767,너울빌리지,제주특별자치도 제주시 한경면 금등리 646,33.362858,126.193436,660,0,0,0,0,1320,한경면,제주시,3962233,35.7,156,숙박,0,446,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_200000000014090,크라운돼지,제주특별자치도 제주시 애월읍 상가리 산 106,33.3930563,126.3831304,93,0,0,1,0,186,애월읍,제주시,13178838,173.6,403,음식점,1,3306,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000009082,봉이네식당,제주특별자치도 제주시 추자면 신양리 207,33.9354341,126.3227638,725,0,0,0,0,1450,추자면,제주시,823407,19,101,음식점,1,231,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000019610,제주올레펜션,제주특별자치도 서귀포시 남원읍 신흥리 2098,33.345985,126.74921,663,0,0,0,1,1326,남원읍,서귀포시,4769707,45.4,171,숙박,0,503,10.06,0,4403900.6,1.0830641817846662,0,,,
CNTS_000000000020874,로드하우스,제주특별자치도 제주시 구좌읍 김녕리 3546,33.554256,126.746414,496,0,1,4,0,992,구좌읍,제주시,8197921,87.7,439,음식점,1,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000007116,디포레카라반파크,제주특별자치도 제주시 구좌읍 송당리 1901-2 ,33.4561819,126.7673413,88,0,0,0,0,176,구좌읍,제주시,8197921,87.7,439,숙박,0,3488,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000021133,안녕제주,제주특별자치도 제주시 구좌읍 김녕리 116-1,33.55135,126.77058,552,0,0,2,0,1104,구좌읍,제주시,8197921,87.7,439,숙박,0,562,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022546,알랑가카페,제주특별자치도 서귀포시 안덕면 사계남로 153번길 2,33.22886,126.306564,436,0,0,0,1,872,안덕면,서귀포시,11308881,142.5,335,음식점,1,1493,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_200000000009134,신등대민박,제주특별자치도 제주시 추자면 대서리 5-7,33.9632897,126.2976894,652,0,0,0,0,1304,추자면,제주시,823407,19,101,숙박,0,876,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_200000000007329,노네임드봉개,제주특별자치도 제주시 봉개동 1915-2,33.4914049,126.5949431,680,0,0,1,0,1360,봉개동,제주시,1800716,19,28,음식점,1,876,6.72,0,494167.6,3.6439378057161176,0,,,
CNTS_000000000018542,해녀촌민박,제주특별자치도 제주시 우도면 서광리 2134-2,33.506863,126.94886,563,0,0,0,0,1126,우도면,제주시,1710982,31.7,134,숙박,0,1360,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000021053,야한식당,제주특별자치도 제주시 이도2동 1009,33.496998,126.530655,648,0,0,2,0,1296,이도2동,제주시,2396297,59.7,92,음식점,1,896,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000021304,밍기적게스트하우스,제주특별자치도 제주시 구좌읍 월정리 440,33.55578,126.79311,594,0,0,1,0,1188,구좌읍,제주시,8197921,87.7,439,숙박,0,429.9,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000021124,샐러드앤미미,제주특별자치도 제주시 애월읍 수산리 965-1,33.468994,126.38864,443,0,0,1,0,886,애월읍,제주시,13178838,173.6,403,음식점,1,1369,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000007574,차차신창,제주특별자치도 제주시 한경면 신창리 1371-3,33.3406059,126.172688,707,0,0,2,0,1414,한경면,제주시,3962233,35.7,156,음식점,1,476,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000022415,춘천고려닭갈비,제주특별자치도 제주시 이도2동 1767-35,33.49855,126.5292,720,0,0,1,0,1440,이도2동,제주시,2396297,59.7,92,음식점,1,565,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000018690,제주BNB펜션,제주특별자치도 서귀포시 안덕면 사계리 3537-1,33.223198,126.29275,652,0,0,0,0,1304,안덕면,서귀포시,11308881,142.5,335,숙박,0,344,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000021605,놀이터게스트하우스,제주특별자치도 서귀포시 성산읍 시흥리 572-1,33.4732,126.8964,590,0,0,0,0,1180,성산읍,서귀포시,9044676,123,288,숙박,0,876,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_200000000007088,아꼬화,제주특별자치도 제주시 일도2동 365-12,33.5056021,126.5386239,762,0,0,0,0,1524,일도2동,제주시,3188022,19,29,쇼핑,5,613,93.03,0,100920,31.589595719381688,0,,,
CONT_000000000500303,삼의양오름,제주특별자치도 제주시 아라2동 산 43520,33.43981,126.56199,819,0,0,0,0,1638,아라동,제주시,2434115,25.8,73,관광지,2,217,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_200000000014006,농업회사법인(주)제주왕지케,제주특별자치도 제주시 한경면 고산리 2885-1 1층,33.302557,126.1825261,180,1,0,0,0,363,한경면,제주시,3962233,35.7,156,쇼핑,5,4031,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_200000000013530,요가느림원,제주특별자치도 제주시 노형동 922-6,33.4833249,126.4816843,404,1,0,2,0,811,노형동,제주시,7543251,657.8,135,관광지,2,1898.6,16.24,0,8329103.7,0.905649788,0,,,
CNTS_000000000022454,잔디가미,제주특별자치도 제주시 우도면 연평리 26,33.4972931,126.9671356,693,0,0,2,1,1386,우도면,제주시,1710982,31.7,134,음식점,1,876,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000022942,솜반내풍경,제주특별자치도 서귀포시 서홍동 1223-7,33.253227,126.55367,852,1,0,1,0,1707,서흥동,서귀포시,460614,19,50,음식점,1,102,23.58,0,1601680.9,0.2875816275264318,0,,,
CNTS_200000000012256,라온베이커리 남녕점,제주특별자치도 제주시 노형동 1292-12,33.4887559,126.4820447,449,2,0,4,0,904,노형동,제주시,7543251,657.8,135,음식점,1,1647,16.24,0,8329103.7,0.905649788,0,,,
CNTS_000000000001083,진고개가든,제주특별자치도 서귀포시 서홍동 590-1,33.245605,126.55323,622,0,0,2,0,1244,서흥동,서귀포시,460614,19,50,음식점,1,1559,23.58,0,1601680.9,0.2875816275264318,0,,,
CNTS_000000000020822,용출횟집,제주특별자치도 제주시 용담3동 505,33.51623044,126.5078092,752,0,3,3,2,1519,용담2동,제주시,12013080,177.1,77,음식점,1,502.3,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_200000000007592,부스타코,제주특별자치도 제주시 이도2동 1947-1 영빌리지 1층,33.4932465,126.5443226,639,0,0,2,0,1278,이도2동,제주시,2396297,59.7,92,음식점,1,1355,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000019934,데이빗펜션,제주특별자치도 제주시 구좌읍 김녕리 1710-2,33.553974,126.749084,600,0,0,1,0,1200,구좌읍,제주시,8197921,87.7,439,숙박,0,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018163,에스호텔,제주특별자치도 제주시 도두1동 2272-2,33.495434,126.47151,868,0,0,1,0,1736,도두동,제주시,2250484,44.6,46,숙박,0,175,20.85,0,4430048.8,0.5080043362050549,0,,,
CNTS_000000000022514,알라스카인제주 제주항공우주박물관점,제주특별자치도 서귀포시 안덕면 서광리 산 39,33.30297,126.299065,724,0,0,1,0,1448,안덕면,서귀포시,11308881,142.5,335,음식점,1,302,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000021481,별방21,제주특별자치도 제주시 구좌읍 하도리 1774-7,33.514984,126.88177,682,0,0,1,0,1364,구좌읍,제주시,8197921,87.7,439,음식점,1,392,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018199,해호텔,제주특별자치도 제주시 용담삼동 1161,33.5197387,126.495252,724,0,0,0,1,1448,용담2동,제주시,12013080,177.1,77,숙박,0,876,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_200000000014209,찰리아저씨맛집,제주특별자치도 제주시 한경면 고산리 2768-2,33.3031554,126.1774634,74,0,0,0,0,148,한경면,제주시,3962233,35.7,156,음식점,1,4963.3,12.99,0,4021104.1,0.9853594688085792,0,,,
CONT_000000000501298,써스티몽크제주시청점,제주특별자치도 제주시 이도2동 1179-14,33.499012,126.53136,745,0,0,6,1,1490,이도2동,제주시,2396297,59.7,92,음식점,1,876,78.99,0,1122941,2.133947375685811,0,,,
CONT_000000000500945,쉼표있는뜨락,제주특별자치도 제주시 구좌읍 일주동로 3429,33.517315,126.8838,659,0,0,0,0,1318,구좌읍,제주시,8197921,87.7,439,숙박,0,595,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000021113,어스윗루트,제주특별자치도 제주시 애월읍 하귀1리 212-10,33.479004,126.416405,432,0,0,0,0,864,애월읍,제주시,13178838,173.6,403,음식점,1,2074,8.59,0,60903578.3,0.2163885664497976,0,,,
CONT_000000000501125,제마펜션,제주특별자치도 제주시 조천읍 신촌10길 41-1,33.53245,126.63484,698,0,0,0,0,1396,조천읍,제주시,9102603,134.3,300,숙박,0,694.2,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500787,고내촌휴양펜션,제주특별자치도 제주시 애월읍 고내리 739번지,33.453415,126.3414,766,0,0,0,0,1532,애월읍,제주시,13178838,173.6,403,숙박,0,9,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000019928,제주그린펜션,제주특별자치도 제주시 애월읍 광상로 344번지,33.46059,126.443726,633,0,0,0,0,1266,애월읍,제주시,13178838,173.6,403,숙박,0,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020595,문주란식당,제주특별자치도 제주시 구좌읍 해맞이해안로 1852,33.52221,126.89805,644,0,1,5,0,1288,구좌읍,제주시,8197921,87.7,439,음식점,1,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CONT_000000000500779,가원비치펜션,제주특별자치도 서귀포시 표선면 표선백사로 127,33.32677,126.83669,787,0,0,1,0,1574,표선면,서귀포시,5707617,99.4,183,숙박,0,630,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_200000000014225,성산연화,제주특별자치도 서귀포시 성산읍 성산리 170-3,33.4618779,126.9324319,103,0,0,0,0,206,성산읍,서귀포시,9044676,123,288,음식점,1,4674,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000019102,돌담마을,제주특별자치도 제주시 조천읍 북촌리 1054,33.54263,126.69193,704,0,0,1,0,1408,조천읍,제주시,9102603,134.3,300,숙박,0,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500889,바다와 공원,제주특별자치도 제주시 한림읍 한림로 209,33.386677,126.23032,726,0,0,0,0,1452,한림읍,제주시,7826109,109.7,270,숙박,0,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000019646,제주프린지페스티벌,제주특별자치도 제주시 삼도2동 60-5,33.512447,126.52219,914,0,0,2,0,1828,삼도2동,제주시,2440882,52.1,63,관광지,2,264.5,68.06,0,660433.3,3.695879659611349,0,,,
CNTS_000000000018368,꾸까카페,제주특별자치도 제주시 건입동 674-10,33.515663,126.539665,895,0,1,3,0,1795,건입동,제주시,2821681,26.4,57,음식점,1,443,29.22,0,118303.2,23.851265223594968,0,,,
CNTS_000000000018777,바이린하우스,제주특별자치도 제주시 한경면 용수리 4233,33.323997,126.16445,815,0,0,0,0,1630,한경면,제주시,3962233,35.7,156,숙박,0,743,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000022543,공방앤공방,제주특별자치도 서귀포시 대정읍 상모리 212-1,33.221897,126.27413,735,0,0,3,1,1470,대정읍,서귀포시,4956729,65.2,171,음식점,1,1169,9.65,0,1397166.1,3.547702023402944,0,,,
CONT_000000000501387,커피잇수다,제주특별자치도 서귀포시 성산읍 일출로 280,33.462593,126.93484,800,0,0,0,0,1600,성산읍,서귀포시,9044676,123,288,음식점,1,426.1,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000020857,벼리게스트하우스,제주특별자치도 제주시 구좌읍 하도리 3205,33.523888,126.86456,632,0,2,1,1,1274,구좌읍,제주시,8197921,87.7,439,숙박,0,1183,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000014083,바코,제주특별자치도 제주시 조천읍 선흘리 469-20,33.4585034,126.7108673,100,0,0,0,0,200,조천읍,제주시,9102603,134.3,300,음식점,1,4826,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_200000000007999, 제주치유숲 Global Ageing 치유농장,제주특별자치도 제주시 구좌읍 김녕리 731,33.5398407,126.746583,630,0,1,1,9,1265,구좌읍,제주시,8197921,87.7,439,숙박,0,1222,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018955,헬로우우도,제주특별자치도 제주시 우도면 연평리 2572,33.499863,126.9442,810,0,1,0,0,1625,우도면,제주시,1710982,31.7,134,음식점,1,876,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000021608,이스트엔드,제주특별자치도 제주시 구좌읍 종달리 565-55,33.496372,126.908394,697,0,0,2,0,1394,구좌읍,제주시,8197921,87.7,439,음식점,1,809,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000007433,랜딩 델리,제주특별자치도 서귀포시 안덕면 서광리 산 24,33.30600038,126.3174271,749,1,0,0,0,1501,안덕면,서귀포시,11308881,142.5,335,음식점,1,665,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_200000000007391,에피소드,제주특별자치도 제주시 한경면 고산리 2115-5,33.3058146,126.1881704,806,1,1,1,1,1620,한경면,제주시,3962233,35.7,156,음식점,1,876,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000021466,까사올라게스트하우스,제주특별자치도 제주시 조천읍 함덕리 270-21,33.54245,126.6722,740,0,0,0,0,1480,조천읍,제주시,9102603,134.3,300,숙박,0,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_200000000007451,뚜르,제주특별자치도 서귀포시 표선면 가시리 1877-6,33.3535346,126.7718183,790,0,0,1,0,1580,표선면,서귀포시,5707617,99.4,183,음식점,1,876,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000021079,망고버스,제주특별자치도 제주시 노형동 3803-12,33.483097,126.477234,656,0,0,0,0,1312,노형동,제주시,7543251,657.8,135,음식점,1,1179,16.24,0,8329103.7,0.905649788,0,,,
CNTS_000000000018725,차귀도게스트하우스,제주특별자치도 제주시 한경면 고산리 노을해안로 1174-2,33.301914,126.1658,607,0,0,0,0,1214,한경면,제주시,3962233,35.7,156,숙박,0,2215,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000022370,금빌레509,제주특별자치도 제주시 한림읍 옹포리 469,33.404465,126.253334,874,1,0,3,0,1751,한림읍,제주시,7826109,109.7,270,음식점,1,165,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000501077,중문올레펜션,제주특별자치도 서귀포시 안덕면 감산리 686,33.2471067,126.354249,706,0,0,0,0,1412,안덕면,서귀포시,11308881,142.5,335,숙박,0,1060,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500887,바다숨소리스파펜션,제주특별자치도 제주시 조천읍 신촌리 2403-3,33.5377919,126.6143196,750,0,0,0,0,1500,조천읍,제주시,9102603,134.3,300,숙박,0,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000018920,우도에서썸타,제주특별자치도 제주시 우도면 연평리 751-1,33.519844,126.95851,747,0,3,2,0,1509,우도면,제주시,1710982,31.7,134,음식점,1,1397,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000018875,우도해녀행심이네,제주특별자치도 제주시 우도면 연평리 1645,33.50332,126.95568,367,0,0,0,0,734,우도면,제주시,1710982,31.7,134,음식점,1,3825,2.26,0,4055278.5,0.421914796,0,,,
CNTS_200000000007213,우동수크래프트,제주특별자치도 제주시 이도2동 1770-3,33.4984751,126.5278008,834,0,0,2,1,1668,이도2동,제주시,2396297,59.7,92,음식점,1,954,78.99,0,1122941,2.133947375685811,0,,,
CONT_000000000500900,베리안,제주특별자치도 제주시 조천읍 함덕리 273-42,33.54172,126.67459,733,0,0,1,0,1466,조천읍,제주시,9102603,134.3,300,숙박,0,1021,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000501019,자연하우스,제주특별자치도 서귀포시 표선면 하천리 2296-4,33.351677,126.80461,809,0,0,0,1,1618,표선면,서귀포시,5707617,99.4,183,숙박,0,876,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000019060,카사마리나,제주특별자치도 서귀포시 표선면 표선리 45-3,33.3264989,126.8454547,867,0,0,1,0,1734,표선면,서귀포시,5707617,99.4,183,숙박,0,516,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000022204,세이슌 칠성로점,"제주특별자치도 제주시 건입동 1408-2, 2층",33.5161141,126.5255894,936,0,0,0,0,1872,건입동,제주시,2821681,26.4,57,음식점,1,510,29.22,0,118303.2,23.851265223594968,0,,,
CNTS_000000000021201,춤추는오병장의돼지꿈,제주특별자치도 제주시 삼양3동 2506-3,33.5216,126.57609,666,3,0,5,0,1341,삼양동,제주시,884070,19,33,음식점,1,2254,39.85,0,253867.4,3.482408532958545,0,,,
